Order_ID,Distance_km,Weather,Traffic_Level,Time_of_Day,Vehicle_Type,Preparation_Time_min,Courier_Experience_yrs,Delivery_Time_min
3572,8.38 km,Clear@,Low,Evening,Bike,8.0,5.0,42.0
3573,12.17 km,Clear@,Medium,Morning,Bike,30.0,5.0,77.0
3574,6.04 km,Clear,Medium,Morning,Car,24.0,6.0,63.0
3575,16.19 km,Rainy,Medium,Evening,Scooter,11.0,5.0,128.0
3576,24.49 km,,High,Morning,Scooter,27.0,9.0,221.0
3577,15.29kilometer,Cloudy,Low,Afternoon,Car,28.0,9.0,92.0
3578,9.27 km,Clear#,Medium,Evening,Bike,21.0,5.0,62.0
3579,16.37 km,Clear#,Medium,Afternoon,Scooter,34.0,1.0,115.0
3580,3.51 km,Clear,Medium,Evening,Scooter,16.0,7.0,36.0
3581,22.27kilometer,Clear,High,Morning,Scooter,23.0,9.0,149.0
3582,12.83 km,Clear,High,Evening,Bike,19.0,4.0,98.0
3583,11.51 km,Clear,,Morning,Scooter,13.0,1.0,79.0
3584,14.85 km,Clear,High,Evening,Scooter,8.0,1.0,109.0
3585,15.81 km,Rainy,High,Evening,Bike,26.0,8.0,152.0
3586,2.26 km,Rainy#,Low,Evening,Bike,9.0,3.0,35.0
3587,17.22 km,Cloudy,Low,Morning,Bike,33.0,2.0,109.0
3588,6.43 km,Clear,High,Afternoon,Scooter,34.0,6.0,83.0
3589,17.99 km,Windy,High,Evening,Bike,7.0,2.0,124.0
3590,,Foggy,Medium,Night,Bike,29.0,4.0,121.0
3591,20.2kilometer,Clear,Low,Morning,Bike,6.0,1.0,80.0
3592,14.04 km,Rainy,High,Evening,Scooter,33.0,8.0,166.0
3593,13.24 km,Rainy,Low,Morning,Bike,19.0,8.0,85.0
3594,4.0 km,Cloudy#,High,Afternoon,Bike,25.0,9.0,56.0
3595,19.5 km,Clear,Low,Night,Scooter,16.0,4.0,75.0
3596,7.15 km,Cloudy,Low,Night,Bike,19.0,1.0,40.0
3597,12.67 km,Cloudy,Medium,Morning,Bike,21.0,6.0,87.0
3598,7.46 km,Clear#,High,Morning,Bike,17.0,4.0,61.0
3599,3.78 km,Windy,Low,Morning,Bike,32.0,1.0,56.0
3600,15.92 km,Rainy,High,Afternoon,Bike,14.0,5.0,119.0
3601,1.83 km,Clear,Low,Morning,Scooter,,4.0,9.0
3602,18.84 km,Cloudy#,Medium,Afternoon,Bike,33.0,1.0,123.0
3603,8.28 km,Cloudy,Medium,Morning,Scooter,33.0,7.0,86.0
3604,0.5 km,Clear@,High,Morning,Bike,25.0,2.0,38.0
3605,13.02 km,Clear,High,Night,Bike,13.0,6.0,67.0
3606,1.65km,Windy,Low,Afternoon,Scooter,17.0,2.0,26.0
3607,7.27 km,Cloudy,Low,Morning,Bike,32.0,5.0,72.0
3608,17.82KM,Clear,High,,Car,30.0,2.0,178.0
3609,2.04 km,Clear,Medium,Night,Scooter,29.0,9.0,27.0
3610,21.06 km,Cloudy,Medium,Afternoon,Scooter,22.0,1.0,132.0
3611,0.59 km,Cloudy,Low,Evening,Bike,11.0,2.0,20.0
3612,6.55 km,Clear,High,Night,Bike,29.0,8.0,48.0
3613,18.65 km,Cloudy,High,Afternoon,Bike,30.0,9.0,130.0
3614,8.25 km,Clear,Low,Evening,Bike,28.0,1.0,70.0
3615,3.0 km,Clear,Medium,Afternoon,Bike,26.0,3.0,42.0
3616,9.33 km,Cloudy,High,Night,Scooter,19.0,4.0,73.0
3617,7.12 km,Clear,Medium,Afternoon,Car,27.0,5.0,63.0
3618,21.15 km,Windy,,Night,Scooter,20.0,1.0,131.0
3619,8.18 km,Clear,Medium,Afternoon,Scooter,9.0,5.0,47.0
3620,19.83 km,Cloudy,Low,Evening,Bike,33.0,7.0,108.0
3621,22.35 km,Clear,High,Afternoon,Bike,16.0,1.0,138.0
3622,11.13 km,Clear,Medium,Night,Bike,9.0,3.0,40.0
3623,22.79 km,Rainy,Medium,Evening,Bike,,8.0,169.0
3624,9.74 km,Cloudy,Medium,Morning,Bike,22.0,4.0,74.0
3625,24.12 km,Rainy,High,Morning,Bike,16.0,2.0,211.0
3626,2.69 km,Cloudy@,High,Evening,Bike,14.0,3.0,42.0
3627,17.33 km,Cloudy,Medium,Morning,Bike,23.0,7.0,101.0
3628,999 km,Rainy,High,Evening,Scooter,16.0,7.0,127.0
3629,10.0 km,Cloudy,Low,Afternoon,Scooter,12.0,8.0,47.0
3630,16.0 km,Cloudy,High,Afternoon,Bike,32.0,7.0,121.0
3631,17.74 km,Rainy,Medium,Morning,Car,5.0,3.0,149.0
3632,0.61kilometer,Windy,Low,Morning,Bike,18.0,2.0,31.0
3633,4.59 km,Clear,Low,Afternoon,Bike,14.0,8.0,27.0
3634,17.97kilometer,Cloudy,Medium,Evening,Bike,30.0,4.0,126.0
3635,16.83 km,Clear#,High,Morning,Car,6.0,8.0,119.0
3636,24.17 km,Clear,High,Morning,Car,25.0,2.0,215.0
3637,19.15km,Clear,High,Morning,Bike,29.0,8.0,130.0
3638,23.79 km,Rainy,Low,Night,Scooter,21.0,8.0,121.0
3639,17.71 km,Cloudy,High,Evening,Scooter,22.0,6.0,151.0
3640,7.8 km,Rainy,Medium,Afternoon,Bike,33.0,7.0,82.0
3641,3.08 km,Clear,High,Night,Scooter,14.0,7.0,29.0
3642,19.65 km,Cloudy,High,Evening,Bike,33.0,3.0,170.0
3643,16.28 km,Windy,Low,Night,Bike,26.0,1.0,76.0
3644,1.68 km,Clear,High,Evening,Bike,7.0,8.0,9.0
3645,9.32KM,Clear@,Low,Morning,Bike,13.0,6.0,39.0
3646,23.94 km,Clear,Low,Evening,Scooter,23.0,6.0,123.0
3647,12.76 km,Rainy,High,Morning,Scooter,24.0,7.0,143.0
3648,11.1KM,Cloudy,Low,Afternoon,Bike,13.0,9.0,40.0
3649,11.71 km,Cloudy,Medium,Afternoon,Scooter,15.0,7.0,69.0
3650,5.62 km,,Low,Morning,Bike,15.0,3.0,41.0
3651,9.53kilometer,Clear#,Medium,Morning,Car,11.0,8.0,59.0
3652,9.56 km,Rainy,Low,Afternoon,Bike,16.0,7.0,55.0
3653,1.78 km,Clear#,High,Evening,Bike,25.0,5.0,47.0
3654,19.31 km,Clear,Low,Morning,Bike,28.0,7.0,88.0
3655,10.7 km,Cloudy,High,Morning,Bike,10.0,9.0,65.0
3656,20.64 km,Rainy,High,Evening,Bike,34.0,7.0,201.0
3657,21.33 km,Rainy,Medium,Afternoon,Bike,26.0,5.0,140.0
3658,5.69 km,Rainy,High,Night,Car,8.0,6.0,51.0
3659,16.61KM,Clear,Low,Afternoon,Bike,9.0,7.0,57.0
3660,12.07 km,Clear,Medium,Evening,Bike,10.0,3.0,67.0
3661,22.06 km,Clear,Low,Morning,Bike,24.0,5.0,98.0
3662,5.79 km,Windy@,Medium,Morning,Bike,5.0,9.0,26.0
3663,17.11 km,Windy,High,Night,Bike,10.0,1.0,93.0
3664,15.39 km,Foggy,Low,Night,Bike,23.0,6.0,72.0
3665,7.73 km,Clear,High,Evening,Scooter,20.0,8.0,75.0
3666,3.85 km,Cloudy,High,Evening,Bike,7.0,4.0,32.0
3667,16.47 km,Cloudy,Low,Morning,Bike,20.0,1.0,101.0
3668,18.6kilometer,Rainy,High,Evening,Bike,27.0,1.0,207.0
3669,8.23km,Cloudy,High,Afternoon,Bike,28.0,3.0,77.0
3670,16.3 km,Rainy,High,Afternoon,Bike,20.0,5.0,138.0
3671,10.18 km,Clear,,Afternoon,Bike,17.0,4.0,56.0
3672,17.97kilometer,Clear,Low,Morning,Bike,16.0,9.0,69.0
3673,5.38 km,Clear,Medium,Evening,Scooter,27.0,4.0,64.0
3674,22.31KM,Clear#,High,Morning,Scooter,30.0,3.0,176.0
3675,7.54 km,Clear#,Medium,Evening,Bike,21.0,8.0,61.0
3676,9.51 km,,High,Morning,Bike,12.0,9.0,56.0
3677,1.92 km,Clear,High,Evening,Scooter,6.0,9.0,17.0
3678,3.23 km,Cloudy,Low,,Bike,11.0,7.0,23.0
3679,13.14 km,Windy,Medium,Morning,Car,23.0,4.0,113.0
3680,7.06 km,Rainy,High,Morning,Scooter,26.0,9.0,98.0
3681,20.97 km,Clear,Low,Morning,Bike,8.0,2.0,76.0
3682,0.86 km,Clear,Medium,Morning,Bike,17.0,6.0,30.0
3683,9.79 km,Clear,Low,Morning,Bike,33.0,1.0,67.0
3684,8.76 km,Foggy,Medium,Afternoon,Bike,10.0,3.0,56.0
3685,0.97 km,Cloudy,Medium,Morning,Bike,26.0,7.0,30.0
3686,3.55 km,Clear,Low,Night,Bike,17.0,8.0,18.0
3687,10.63 km,Rainy,Low,Morning,Bike,23.0,7.0,82.0
3688,12.58 km,Clear,Medium,Evening,Car,5.0,5.0,79.0
3689,10.41 km,Windy,Medium,Afternoon,Bike,14.0,2.0,75.0
3690,13.51kilometer,Clear,Low,Evening,Scooter,23.0,5.0,75.0
3691,15.08 km,Clear#,High,Morning,Scooter,24.0,7.0,116.0
3692,0.74 km,Cloudy,Medium,Morning,Bike,9.0,6.0,10.0
3693,11.87 km,Windy,Low,Evening,Scooter,32.0,1.0,102.0
3694,24.11 km,Windy,High,Afternoon,Bike,7.0,9.0,119.0
3695,13.22 km,Cloudy,Medium,Afternoon,Scooter,32.0,6.0,102.0
3696,17.1 km,Clear,Low,Afternoon,Scooter,20.0,3.0,83.0
3697,8.14 km,Clear,High,Afternoon,Bike,22.0,3.0,67.0
3698,19.46 km,Foggy,Low,Evening,Bike,27.0,6.0,120.0
3699,19.44 km,Cloudy,High,Evening,Bike,12.0,7.0,125.0
3700,13.27kilometer,Rainy,High,Afternoon,Scooter,12.0,4.0,124.0
3701,,Clear,Medium,Evening,Scooter,25.0,7.0,140.0
3702,3.58kilometer,Cloudy,Low,Afternoon,Bike,14.0,3.0,23.0
3703,0.92 km,Clear,Low,Evening,Bike,33.0,3.0,49.0
3704,19.37 km,Rainy,Low,Night,Bike,17.0,4.0,97.0
3705,20.28 km,Windy,High,Afternoon,Bike,16.0,2.0,139.0
3706,3.45 km,Cloudy,Medium,Evening,Bike,16.0,7.0,39.0
3707,7.01 km,Cloudy,Low,Evening,Bike,,5.0,37.0
3708,0.93 km,Clear,Medium,Afternoon,Bike,33.0,9.0,39.0
3709,7.69 km,Clear,Low,Evening,Scooter,12.0,9.0,44.0
3710,19.44 km,Windy,Low,Morning,Bike,28.0,1.0,124.0
3711,13.19kilometer,Clear,Low,Evening,Bike,32.0,2.0,88.0
3712,9.03 km,Rainy,High,Morning,Bike,16.0,4.0,92.0
3713,9.61 km,Rainy,Low,Morning,Bike,27.0,5.0,77.0
3714,0.53 km,Rainy#,Medium,Evening,Bike,19.0,7.0,28.0
3715,7.85 km,Windy@,Low,Afternoon,Bike,23.0,5.0,53.0
3716,16.34 km,Cloudy,Medium,Morning,Bike,8.0,1.0,94.0
3717,24.37 km,Windy,Medium,Night,Scooter,28.0,4.0,143.0
3718,21.25 km,Clear,Low,Afternoon,Bike,22.0,5.0,92.0
3719,1.08 km,Cloudy,,Evening,Bike,23.0,2.0,42.0
3720,22.51 km,Rainy,Medium,Afternoon,Scooter,19.0,1.0,172.0
3721,19.69 km,Clear,Low,Morning,Bike,26.0,2.0,104.0
3722,19.62 km,Rainy@,High,Evening,Car,6.0,4.0,199.0
3723,11.72 km,Rainy,Medium,Afternoon,Car,7.0,3.0,94.0
3724,10.25 km,Rainy,High,Afternoon,Scooter,15.0,8.0,91.0
3725,7.92KM,Clear,Medium,Morning,Bike,17.0,4.0,54.0
3726,2.11 km,Cloudy,High,Morning,Bike,15.0,4.0,41.0
3727,6.09 km,Clear,Medium,Night,Scooter,19.0,5.0,41.0
3728,6.54 km,Rainy,Low,Morning,Bike,34.0,1.0,81.0
3729,12.36 km,Cloudy,High,Morning,Bike,13.0,1.0,96.0
3730,18.81km,Cloudy,High,Morning,Bike,7.0,5.0,107.0
3731,12.11 km,Clear,High,Night,Bike,11.0,6.0,
3732,1.92 km,Clear,Low,Evening,Scooter,31.0,3.0,46.0
3733,23.97 km,Clear,Medium,,Scooter,30.0,4.0,117.0
3734,23.6 km,Clear,Medium,Night,Scooter,31.0,8.0,104.0
3735,999 km,Cloudy,High,Night,Scooter,19.0,5.0,121.0
3736,24.79 km,Rainy#,High,Afternoon,Scooter,32.0,9.0,209.0
3737,13.84 km,Clear,Medium,Afternoon,Car,26.0,2.0,103.0
3738,24.09 km,Clear,High,Evening,Bike,22.0,6.0,149.0
3739,2.35 km,Cloudy,Medium,Afternoon,Car,6.0,9.0,22.0
3740,9.46 km,Rainy,Medium,Morning,Bike,6.0,5.0,59.0
3741,6.02 km,Clear,Medium,Afternoon,Bike,14.0,5.0,32.0
3742,5.3 km,Clear,Low,Evening,Bike,32.0,5.0,54.0
3743,3.95 km,Clear,Medium,Morning,Bike,20.0,6.0,42.0
3744,15.75 km,Clear,Low,Evening,Bike,6.0,8.0,59.0
3745,19.64km,Clear,Medium,Evening,Car,34.0,8.0,149.0
3746,14.67KM,Clear,Medium,Morning,Bike,12.0,1.0,77.0
3747,4.1 km,Rainy,High,Morning,Car,12.0,4.0,67.0
3748,20.37 km,Cloudy,Medium,Morning,Scooter,30.0,9.0,128.0
3749,16.08 km,Clear@,Medium,Afternoon,Car,24.0,6.0,102.0
3750,10.01 km,Cloudy,Low,Afternoon,Scooter,34.0,5.0,75.0
3751,17.02 km,Cloudy,High,Afternoon,Scooter,23.0,5.0,134.0
3752,6.87 km,Windy,Low,Night,Bike,,4.0,26.0
3753,8.96kilometer,Clear,High,Morning,Car,13.0,5.0,75.0
3754,22.98kilometer,Rainy,Medium,Evening,Bike,23.0,2.0,180.0
3755,7.62 km,Rainy,Low,Afternoon,Bike,20.0,9.0,52.0
3756,12.01 km,Clear,Medium,Evening,Car,10.0,3.0,92.0
3757,22.31 km,Windy,Low,Afternoon,Bike,24.0,1.0,107.0
3758,17.84 km,Cloudy,Low,Afternoon,Bike,7.0,2.0,67.0
3759,2.02 km,Cloudy,Medium,Morning,Scooter,30.0,5.0,46.0
3760,4.11 km,Clear,Medium,Morning,Bike,32.0,5.0,47.0
3761,0.69 km,Clear,Low,Afternoon,Bike,32.0,3.0,31.0
3762,15.96KM,Cloudy,High,Afternoon,Scooter,13.0,6.0,110.0
3763,11.47 km,Clear,High,Morning,Bike,13.0,4.0,74.0
3764,3.79 km,Cloudy,Medium,Evening,Scooter,18.0,2.0,50.0
3765,23.97 km,Clear,Medium,Night,Bike,18.0,4.0,93.0
3766,13.48KM,Cloudy,Low,Evening,Bike,15.0,5.0,64.0
3767,6.43 km,Cloudy,Low,Morning,Car,14.0,6.0,44.0
3768,12.76 km,Clear,High,Evening,Scooter,13.0,1.0,109.0
3769,17.15 km,Cloudy,High,Morning,Bike,31.0,7.0,138.0
3770,2.37 km,Clear,Medium,Evening,Bike,31.0,1.0,57.0
3771,7.23 km,Clear,Low,Afternoon,Scooter,17.0,4.0,42.0
3772,20.27 km,Clear,Low,Morning,Bike,25.0,4.0,92.0
3773,11.76 km,Clear,High,Morning,Scooter,27.0,1.0,119.0
3774,13.89 km,Clear@,Medium,Afternoon,Bike,30.0,9.0,75.0
3775,11.1 km,Windy,High,Evening,Bike,9.0,9.0,71.0
3776,1.58 km,Clear,High,Morning,Car,22.0,3.0,46.0
3777,4.56 km,Clear,High,Morning,Bike,6.0,4.0,27.0
3778,11.42 km,Clear,Medium,Morning,Bike,26.0,1.0,89.0
3779,999 km,Clear,Low,Evening,Car,16.0,1.0,50.0
3780,1.72 km,Cloudy#,Medium,Afternoon,Car,28.0,3.0,50.0
3781,21.17 km,Clear,High,Night,Scooter,12.0,5.0,107.0
3782,24.54 km,Cloudy,Medium,Evening,Bike,31.0,9.0,141.0
3783,19.93 km,Clear,High,Evening,Scooter,12.0,9.0,123.0
3784,21.42 km,Rainy,High,Morning,Bike,33.0,2.0,216.0
3785,6.43 km,Clear,High,Morning,Bike,21.0,5.0,59.0
3786,24.04 km,Cloudy#,Medium,Afternoon,Bike,22.0,3.0,126.0
3787,5.32 km,Rainy,Low,Morning,Bike,30.0,6.0,69.0
3788,23.81 km,Clear,Low,Night,Scooter,31.0,3.0,103.0
3789,24.87 km,Rainy#,Medium,Evening,Bike,31.0,2.0,202.0
3790,17.94 km,Cloudy,High,Morning,Scooter,17.0,3.0,147.0
3791,24.54 km,Clear,High,Evening,Bike,25.0,2.0,172.0
3792,14.45 km,Cloudy,Low,Morning,Bike,19.0,1.0,81.0
3793,6.86 km,Foggy,Medium,Morning,Bike,14.0,7.0,45.0
3794,11.21kilometer,Cloudy,Medium,Morning,Scooter,16.0,6.0,77.0
3795,15.04 km,Windy,Medium,Afternoon,Bike,10.0,4.0,81.0
3796,2.29 km,Clear,Low,Evening,Car,13.0,3.0,28.0
3797,15.75 km,Cloudy,Medium,Morning,Bike,21.0,6.0,93.0
3798,24.54 km,Windy,High,Evening,Scooter,6.0,4.0,189.0
3799,5.16 km,Clear,High,Morning,Scooter,15.0,6.0,49.0
3800,19.92 km,Foggy,Medium,Night,Bike,26.0,9.0,100.0
3801,22.74 km,Clear,High,Night,Scooter,30.0,7.0,129.0
3802,23.62 km,Windy,Low,Evening,Bike,30.0,3.0,132.0
3803,24.02 km,Clear,High,,Scooter,13.0,4.0,169.0
3804,13.28 km,Clear#,Low,Morning,Scooter,10.0,9.0,61.0
3805,24.44 km,Windy,Low,Morning,Bike,30.0,6.0,125.0
3806,19.05kilometer,Clear,Low,Afternoon,Bike,34.0,2.0,91.0
3807,4.46 km,Clear,Medium,Afternoon,Bike,6.0,8.0,22.0
3808,12.18 km,Clear,High,Evening,Bike,23.0,3.0,
3809,18.1 km,Cloudy@,High,Morning,Bike,24.0,3.0,143.0
3810,6.56 km,Foggy@,High,Evening,Bike,19.0,5.0,75.0
3811,16.2 km,Clear,High,Evening,Scooter,12.0,9.0,104.0
3812,16.83 km,Cloudy,Medium,Morning,Scooter,29.0,7.0,126.0
3813,4.49 km,Clear,Medium,Evening,Bike,32.0,8.0,55.0
3814,14.34 km,,High,Afternoon,Bike,34.0,7.0,142.0
3815,999 km,,Medium,Morning,Scooter,7.0,8.0,94.0
3816,12.72 km,Clear@,Low,Morning,Scooter,33.0,8.0,87.0
3817,0.8 km,Clear,High,Morning,Scooter,18.0,2.0,36.0
3818,999 km,Cloudy,Low,Morning,Bike,18.0,2.0,23.0
3819,9.25KM,Windy#,Low,Evening,Car,26.0,9.0,77.0
3820,23.19 km,Cloudy,Medium,Night,Bike,14.0,4.0,94.0
3821,6.1 km,Clear,Low,Night,Bike,24.0,6.0,44.0
3822,16.04 km,Cloudy,High,Afternoon,Bike,27.0,7.0,109.0
3823,5.94 km,Rainy,High,Night,Car,11.0,1.0,63.0
3824,8.38 km,Clear,Medium,Night,Bike,30.0,8.0,52.0
3825,21.28kilometer,Clear#,High,Morning,Scooter,22.0,1.0,164.0
3826,18.36 km,Clear,High,Night,Bike,13.0,8.0,81.0
3827,2.84 km,Rainy,Low,Night,Bike,11.0,1.0,21.0
3828,11.0 km,Cloudy,,Evening,Bike,32.0,2.0,120.0
3829,1.21 km,Cloudy,Medium,Afternoon,Scooter,10.0,2.0,23.0
3830,12.28 km,Clear,High,Evening,Bike,33.0,4.0,113.0
3831,16.73 km,Clear,High,Afternoon,Bike,29.0,2.0,121.0
3832,3.4 km,Foggy,Low,Night,Bike,22.0,6.0,33.0
3833,7.58 km,Clear,High,Morning,Scooter,27.0,7.0,83.0
3834,10.25 km,Windy,High,Night,Bike,16.0,1.0,75.0
3835,23.03 km,Cloudy#,Medium,Morning,Bike,24.0,2.0,134.0
3836,24.83 km,Clear,Low,Morning,Bike,13.0,7.0,89.0
3837,1.6 km,Cloudy,Low,Night,Bike,9.0,3.0,12.0
3838,19.14 km,Windy,Low,Night,Scooter,21.0,5.0,92.0
3839,9.61 km,Clear,Low,Afternoon,Bike,33.0,2.0,60.0
3840,10.12 km,Windy,Medium,Night,Scooter,29.0,3.0,77.0
3841,18.98 km,Clear,Medium,Night,Bike,8.0,6.0,65.0
3842,23.0 km,Cloudy#,Low,Night,Scooter,22.0,7.0,92.0
3843,23.8 km,Rainy@,High,Evening,Scooter,33.0,4.0,270.0
3844,14.64 km,Windy,High,Night,Bike,27.0,8.0,91.0
3845,9.25 km,Cloudy,High,Evening,Bike,8.0,2.0,66.0
3846,19.79 km,Cloudy,Medium,Night,Bike,17.0,4.0,87.0
3847,6.65 km,Clear#,High,Morning,Bike,9.0,5.0,52.0
3848,14.32 km,Clear,High,Afternoon,Bike,9.0,3.0,79.0
3849,9.29 km,Clear,High,Night,Bike,18.0,4.0,63.0
3850,16.59 km,Clear,High,Evening,Bike,5.0,5.0,93.0
3851,6.39kilometer,Clear,High,Evening,Bike,20.0,5.0,63.0
3852,5.19 km,Clear,Medium,Night,Bike,10.0,4.0,31.0
3853,23.0km,Foggy,Low,Evening,Bike,28.0,7.0,134.0
3854,2.99kilometer,Cloudy,Medium,Afternoon,Car,28.0,2.0,57.0
3855,12.9kilometer,Clear,Low,Morning,Bike,20.0,5.0,65.0
3856,5.91 km,Foggy,High,Morning,Bike,28.0,3.0,94.0
3857,1.45KM,Clear,Medium,Evening,Bike,17.0,9.0,26.0
3858,1.38 km,Cloudy,High,Morning,Bike,34.0,4.0,69.0
3859,4.79KM,Cloudy,High,Morning,Scooter,20.0,3.0,63.0
3860,21.74 km,Clear,Medium,Afternoon,Scooter,6.0,6.0,97.0
3861,7.42 km,Rainy#,Low,Night,Bike,33.0,9.0,53.0
3862,23.79 km,Clear,Low,Morning,Scooter,13.0,4.0,117.0
3863,14.75 km,Clear,High,Morning,Scooter,17.0,2.0,109.0
3864,11.2 km,Clear,High,Evening,Bike,13.0,8.0,71.0
3865,14.71 km,Windy#,High,Morning,Scooter,8.0,2.0,115.0
3866,13.16 km,Cloudy#,Low,Morning,Scooter,30.0,4.0,92.0
3867,19.09 km,Cloudy#,Low,Morning,Bike,29.0,2.0,102.0
3868,7.42 km,Cloudy,Low,Evening,Scooter,7.0,9.0,35.0
3869,9.15 km,Clear,Medium,Morning,Scooter,31.0,1.0,91.0
3870,22.41 km,Cloudy,High,Night,Scooter,8.0,1.0,127.0
3871,23.69 km,Clear,Low,Morning,Bike,17.0,7.0,97.0
3872,22.37 km,Clear,Medium,Night,Bike,22.0,7.0,84.0
3873,10.78km,Cloudy@,Medium,Evening,Car,27.0,8.0,94.0
3874,19.62 km,Clear,Medium,Evening,Bike,,3.0,108.0
3875,12.17 km,Clear@,High,Morning,Scooter,10.0,4.0,88.0
3876,12.69kilometer,Rainy,Medium,Evening,Car,20.0,3.0,143.0
3877,5.51 km,Cloudy@,Medium,Evening,Bike,16.0,2.0,60.0
3878,14.98 km,Cloudy,High,Evening,Bike,17.0,6.0,103.0
3879,5.06 km,Clear,Medium,,Bike,16.0,3.0,49.0
3880,8.62 km,Clear,High,Morning,Bike,25.0,4.0,73.0
3881,21.45 km,Cloudy,High,Afternoon,Scooter,9.0,1.0,143.0
3882,5.57 km,Rainy,High,Morning,Scooter,23.0,8.0,87.0
3883,2.24 km,Cloudy,Medium,Night,Bike,16.0,2.0,27.0
3884,2.19 km,Foggy,High,Evening,Scooter,25.0,9.0,
3885,23.55 km,Foggy,High,Morning,Car,34.0,7.0,
3886,12.92 km,Clear,Medium,Afternoon,Car,30.0,7.0,91.0
3887,10.53 km,Rainy,High,Evening,Bike,30.0,1.0,149.0
3888,20.37 km,Cloudy,Medium,Morning,Scooter,16.0,2.0,137.0
3889,20.98 km,Cloudy#,High,Evening,Scooter,5.0,5.0,148.0
3890,8.64 km,Clear,Medium,Morning,Scooter,34.0,3.0,82.0
3891,17.49 km,Cloudy,High,Afternoon,Bike,15.0,8.0,97.0
3892,19.39 km,Windy,Medium,Evening,Bike,34.0,9.0,132.0
3893,16.54 km,Rainy#,Medium,Afternoon,Bike,23.0,4.0,119.0
3894,4.21 km,Rainy,Medium,Afternoon,Bike,,6.0,45.0
3895,21.96 km,Clear@,Medium,Evening,Bike,23.0,9.0,106.0
3896,13.71 km,Clear,Low,Afternoon,Bike,32.0,5.0,66.0
3897,7.42 km,Clear@,Low,Evening,Bike,19.0,7.0,45.0
3898,10.92 km,Clear,Medium,Evening,Car,21.0,2.0,103.0
3899,1.42 km,Cloudy,Medium,Morning,Bike,26.0,4.0,36.0
3900,3.63 km,Clear,Medium,Morning,Scooter,32.0,9.0,47.0
3901,19.26 km,Cloudy,Low,Evening,Bike,30.0,2.0,114.0
3902,0.5 km,Clear,Medium,Evening,Scooter,31.0,4.0,43.0
3903,10.71 km,Clear,Low,Evening,Bike,27.0,9.0,64.0
3904,13.3km,,Low,Morning,Bike,16.0,9.0,51.0
3905,1.84kilometer,Windy@,Low,Evening,Scooter,13.0,6.0,23.0
3906,24.34 km,Clear,Medium,Morning,Scooter,10.0,6.0,121.0
3907,6.04 km,Clear,Low,Night,Scooter,9.0,2.0,30.0
3908,7.95 km,Rainy,Medium,Evening,Car,7.0,3.0,79.0
3909,7.95 km,Foggy,Medium,Evening,Bike,15.0,1.0,75.0
3910,6.15 km,Rainy,Low,Evening,Bike,25.0,9.0,62.0
3911,0.54 km,Clear,Medium,Afternoon,Bike,19.0,2.0,29.0
3912,18.37 km,Clear#,Medium,Morning,Bike,nan,6.0,84.0
3913,24.19 km,Foggy,High,Afternoon,Scooter,15.0,4.0,193.0
3914,6.0km,Rainy,High,Evening,Scooter,32.0,3.0,114.0
3915,16.74 km,Cloudy,High,Night,Scooter,26.0,5.0,121.0
3916,18.68 km,Clear#,Medium,Evening,Bike,19.0,9.0,89.0
3917,21.29 km,Clear,Medium,Afternoon,Scooter,34.0,5.0,135.0
3918,10.85 km,Clear,High,Evening,Bike,27.0,6.0,98.0
3919,7.92 km,Cloudy,Medium,Morning,Scooter,6.0,5.0,47.0
3920,8.47 km,Clear,Medium,Afternoon,Bike,7.0,9.0,34.0
3921,17.96 km,Foggy,Medium,Afternoon,Bike,14.0,7.0,92.0
3922,20.51 km,Clear,Medium,Night,Bike,28.0,5.0,87.0
3923,4.95 km,Rainy@,Low,Afternoon,Scooter,6.0,9.0,30.0
3924,9.59 km,Clear,High,Morning,Bike,26.0,7.0,75.0
3925,22.6 km,Cloudy@,High,Morning,Scooter,8.0,2.0,171.0
3926,999 km,Clear,Low,Evening,Bike,18.0,8.0,85.0
3927,24.63kilometer,Rainy,High,Morning,Car,28.0,7.0,269.0
3928,18.98 km,Cloudy,Low,Night,Bike,33.0,2.0,87.0
3929,10.13kilometer,Clear,Low,Afternoon,Scooter,34.0,3.0,77.0
3930,14.97 km,Rainy,High,Afternoon,Scooter,15.0,8.0,127.0
3931,16.69 km,Cloudy,Low,Evening,Bike,5.0,5.0,66.0
3932,2.42 km,Windy@,Medium,Afternoon,Bike,23.0,2.0,41.0
3933,999 km,Windy,Low,Evening,Bike,32.0,7.0,94.0
3934,17.88KM,Windy,Medium,Evening,Bike,24.0,2.0,130.0
3935,4.6 km,Clear,Medium,Evening,Bike,20.0,3.0,45.0
3936,19.63 km,Clear,High,Night,Scooter,27.0,1.0,133.0
3937,14.8 km,Foggy,High,Evening,Bike,25.0,9.0,131.0
3938,23.83km,Cloudy,Low,Evening,Bike,22.0,5.0,117.0
3939,1.54kilometer,Clear@,Medium,Night,Scooter,13.0,9.0,11.0
3940,7.0 km,Rainy,High,Morning,Bike,31.0,1.0,114.0
3941,15.24 km,Clear,High,Night,Bike,5.0,2.0,
3942,7.77 km,Rainy,Medium,Morning,Bike,30.0,9.0,77.0
3943,18.0KM,Rainy,Medium,Morning,Scooter,6.0,8.0,114.0
3944,19.1 km,Rainy,Medium,Evening,Bike,21.0,1.0,155.0
3945,3.01 km,Clear,Medium,Afternoon,Bike,,6.0,47.0
